job_id,submit_epoch_ms,total_pending_x,pending_gpus_x,job_type,start_epoch_ms,total_running,running_gpus_x,wait_ms,wait_seconds,wait_minutes,label_long_wait,wait_threshold_p90,pending_ratio,queue_depth_norm,fragmentation_score,congestion_score,total_pending_y,pending_gpus_y,running_gpus_y,gpu_nodes_alloc,gpu_nodes_total,util_gpu_mean,util_gpu_std,util_gpu_max,util_mem_mean,util_mem_std,util_mem_max,temp_c_mean,temp_c_max,power_w_mean,power_w_max,mem_used_mb_mean,mem_used_mb_max,mem_total_mb_first,power_efficiency,mem_pressure,job_type_encoded
88,1770349865000,4,4,burst,1770349883000,2,2,18000,18.0,0.3,0,133.0,0.6666666666666666,0.006861063464837,0.8,0.5087249857061178,4,4,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.198,10.36,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
97,1770349882000,0,0,memheavy,1770349949000,1,1,67000,67.0,1.1166666666666667,0,133.0,0.0,0.0,0.5,0.15,0,0,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.216,11.04,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
89,1770349985000,1,1,short,1770350019000,2,2,34000,34.0,0.5666666666666667,0,133.0,0.3333333333333333,0.0017152658662092,0.8,0.3738479130931961,1,1,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.250333333333334,11.14,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
90,1770349985000,1,1,burst,1770350003000,2,2,18000,18.0,0.3,0,133.0,0.3333333333333333,0.0017152658662092,0.8,0.3738479130931961,1,1,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.132666666666667,9.86,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
91,1770350004000,0,0,short,1770350039000,1,1,35000,35.0,0.5833333333333334,0,133.0,0.0,0.0,0.8,0.24,0,0,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.181,10.76,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
98,1770350288000,18,18,burst,1770350306000,2,2,18000,18.0,0.3,0,133.0,0.9,0.0308747855917667,0.8,0.60926243567753,18,18,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.193333333333332,10.75,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
99,1770350288000,18,18,burst,1770350306000,2,2,18000,18.0,0.3,0,133.0,0.9,0.0308747855917667,0.8,0.60926243567753,18,18,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.246,10.56,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
108,1770350307000,16,16,burst,1770350325000,2,2,18000,18.0,0.3,0,133.0,0.8888888888888888,0.0274442538593482,0.8,0.60378883171336,16,16,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.113333333333332,10.25,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
109,1770350307000,16,16,burst,1770350326000,2,2,19000,19.0,0.3166666666666666,0,133.0,0.8888888888888888,0.0274442538593482,0.8,0.60378883171336,16,16,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.253333333333334,10.84,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
110,1770350327000,15,14,burst,1770350345000,2,2,18000,18.0,0.3,0,133.0,0.875,0.0257289879931389,0.8,0.5977186963979417,15,14,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.118,11.44,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
111,1770350327000,14,14,burst,1770350345000,2,2,18000,18.0,0.3,0,133.0,0.875,0.0240137221269296,0.8,0.5972041166380789,14,14,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.184,10.85,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
112,1770350346000,13,13,burst,1770350364000,2,2,18000,18.0,0.3,0,133.0,0.8666666666666667,0.0222984562607204,0.8,0.5933562035448827,13,13,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.0,9.36,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
113,1770350346000,12,12,burst,1770350365000,2,2,19000,19.0,0.3166666666666666,0,133.0,0.8571428571428571,0.0205831903945111,0.8,0.5890320999754962,12,12,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.132666666666667,10.35,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
114,1770350366000,11,11,burst,1770350384000,2,2,18000,18.0,0.3,0,133.0,0.8461538461538461,0.0188679245283018,0.8,0.584121915820029,11,11,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.171333333333331,11.04,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
115,1770350366000,10,10,burst,1770350384000,2,2,18000,18.0,0.3,0,133.0,0.8333333333333334,0.0171526586620926,0.8,0.5784791309319611,10,10,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.03,9.86,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
116,1770350385000,9,9,burst,1770350403000,2,2,18000,18.0,0.3,0,133.0,0.8181818181818182,0.0154373927958833,0.8,0.5719039451114923,9,9,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.138666666666667,10.55,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
117,1770350386000,8,8,burst,1770350404000,2,2,18000,18.0,0.3,0,133.0,0.8,0.0137221269296741,0.8,0.5641166380789022,8,8,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.178,10.45,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
101,1770350405000,6,6,burst,1770350424000,2,2,19000,19.0,0.3166666666666666,0,133.0,0.75,0.0102915951972555,0.8,0.5430874785591767,6,6,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.117333333333333,10.45,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
100,1770350405000,7,7,burst,1770350423000,2,2,18000,18.0,0.3,0,133.0,0.7777777777777778,0.0120068610634648,0.8,0.5547131694301506,7,7,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.04,9.86,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
102,1770350424000,15,15,burst,1770350442000,2,2,18000,18.0,0.3,0,133.0,0.8823529411764706,0.0257289879931389,0.8,0.60065987286853,15,15,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.199333333333334,10.84,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
103,1770350425000,14,14,burst,1770350443000,2,2,18000,18.0,0.3,0,133.0,0.875,0.0240137221269296,0.8,0.5972041166380789,14,14,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.265333333333333,10.25,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
105,1770350444000,12,12,burst,1770350463000,2,2,19000,19.0,0.3166666666666666,0,133.0,0.8571428571428571,0.0205831903945111,0.8,0.5890320999754962,12,12,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.154666666666666,10.95,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
104,1770350444000,13,13,burst,1770350462000,2,2,18000,18.0,0.3,0,133.0,0.8666666666666667,0.0222984562607204,0.8,0.5933562035448827,13,13,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.146,10.45,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
106,1770350463000,3,3,burst,1770350482000,2,2,19000,19.0,0.3166666666666666,0,133.0,0.6,0.0051457975986277,0.0,0.2415437392795883,3,3,2,10,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.118666666666666,10.35,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
125,1770350464000,2,2,memheavy,1770350531000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.5,0.0034305317324185,0.0,0.2010291595197255,2,2,2,10,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.161666666666669,11.05,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
126,1770350483000,1,1,memheavy,1770350550000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.3333333333333333,0.0017152658662092,0.0,0.1338479130931961,1,1,2,10,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.199,10.94,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
127,1770350533000,8,8,memheavy,1770350600000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.8,0.0137221269296741,0.8,0.5641166380789022,8,8,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,9.268833333333331,10.95,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
107,1770350558000,7,7,burst,1770350576000,2,2,18000,18.0,0.3,0,133.0,0.7777777777777778,0.0120068610634648,0.8,0.5547131694301506,7,7,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.266666666666666,21.0,9.204666666666666,10.54,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
118,1770350577000,6,6,medium,1770350710000,2,2,133000,133.0,2.216666666666667,0,133.0,0.75,0.0102915951972555,0.8,0.5430874785591767,6,6,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.5,21.0,9.26675,11.24,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
119,1770350601000,5,5,medium,1770350734000,1,1,133000,133.0,2.216666666666667,0,133.0,0.7142857142857143,0.0085763293310463,0.8,0.5282871845135997,5,5,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.008333333333333,26.0,9.217833333333337,11.05,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
121,1770350766000,0,0,medium,1770350899000,2,2,133000,133.0,2.216666666666667,0,133.0,0.0,0.0,0.5,0.15,0,0,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,25.066666666666663,26.0,9.297833333333331,11.04,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
120,1770350766000,0,0,medium,1770350898000,2,2,132000,132.0,2.2,0,133.0,0.0,0.0,0.5,0.15,0,0,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,20.983333333333334,21.0,9.240916666666667,10.85,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
123,1770351007000,0,0,long,1770351335000,2,2,328000,328.0,5.466666666666667,1,133.0,0.0,0.0,0.7,0.21,0,0,2,3,10,0.0,0.0,0.0,0.0,0.0,0.0,25.06,26.0,9.217266666666664,11.25,1.0,1.0,15360.0,0.0,6.510416666666667e-05,2
122,1770351007000,0,0,medium,1770351139000,2,2,132000,132.0,2.2,0,133.0,0.0,0.0,0.7,0.21,0,0,2,3,10,0.0,0.0,0.0,0.0,0.0,0.0,20.991666666666667,21.0,9.158083333333334,11.04,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
128,1770351141000,14,14,medium,1770351273000,2,2,132000,132.0,2.2,0,133.0,0.875,0.0240137221269296,0.8,0.5972041166380789,14,14,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.224333333333334,11.14,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
136,1770351275000,33,33,memheavy,1770351342000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.9428571428571428,0.0566037735849056,0.8,0.6341239892183288,33,33,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.171,10.85,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
140,1770351336000,32,32,medium,1770351469000,2,2,133000,133.0,2.216666666666667,0,133.0,0.9411764705882352,0.0548885077186964,0.8,0.632937140550903,32,32,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.058333333333337,26.0,9.144083333333333,11.05,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
141,1770351343000,31,31,medium,1770351476000,2,2,133000,133.0,2.216666666666667,0,133.0,0.9393939393939394,0.0531732418524871,0.8,0.6317095483133219,31,31,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.278,11.14,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
144,1770351470000,45,45,long,1770351799000,2,2,329000,329.0,5.483333333333333,1,133.0,0.9574468085106383,0.0771869639794168,0.8,0.6461348125980804,45,45,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.176666666666662,26.0,9.253866666666664,11.65,1.0,1.0,15360.0,0.0,6.510416666666667e-05,2
145,1770351477000,41,41,medium,1770351610000,2,2,133000,133.0,2.216666666666667,0,133.0,0.9534883720930232,0.0703259005145797,0.5,0.5524931189915833,41,41,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.243333333333334,11.34,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
131,1770351611000,39,39,short,1770351646000,2,2,35000,35.0,0.5833333333333334,0,133.0,0.951219512195122,0.0668953687821612,0.4,0.5205564155126972,39,39,2,6,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.182666666666668,10.75,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
134,1770351647000,48,48,memheavy,1770351714000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.96,0.0823327615780446,0.8,0.6486998284734133,48,48,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.1745,10.75,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
154,1770351715000,47,47,medium,1770351848000,2,2,133000,133.0,2.216666666666667,0,133.0,0.9591836734693876,0.0806174957118353,0.8,0.6478587181013057,47,47,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.179583333333332,11.05,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
156,1770351800000,45,45,memheavy,1770351867000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.9574468085106383,0.0771869639794168,0.7,0.6161348125980805,45,45,2,3,10,0.0,0.0,0.0,0.0,0.0,0.0,25.8,26.0,9.163,10.85,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
157,1770351849000,49,49,burst,1770351868000,2,2,19000,19.0,0.3166666666666666,0,133.0,0.9607843137254902,0.0840480274442538,0.4,0.5295281337234723,49,49,2,6,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.178,10.45,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
137,1770351868000,48,48,memheavy,1770351936000,2,2,68000,68.0,1.1333333333333333,0,133.0,0.96,0.0823327615780446,0.4,0.5286998284734135,48,48,2,6,10,0.0,0.0,0.0,0.0,0.0,0.0,25.933333333333337,26.0,9.324166666666668,11.15,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
138,1770351869000,47,47,memheavy,1770351936000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.9591836734693876,0.0806174957118353,0.4,0.5278587181013057,47,47,2,6,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.211833333333336,10.45,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
133,1770351937000,47,47,long,1770352265000,2,2,328000,328.0,5.466666666666667,1,133.0,0.9591836734693876,0.0806174957118353,0.5,0.5578587181013057,47,47,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,25.79,26.0,9.2263,11.07,1.0,1.0,15360.0,0.0,6.510416666666667e-05,2
142,1770351937000,46,46,long,1770352265000,2,2,328000,328.0,5.466666666666667,1,133.0,0.9583333333333334,0.078902229845626,0.5,0.5570040022870212,46,46,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.2485,11.35,1.0,1.0,15360.0,0.0,6.510416666666667e-05,2
174,1770352266000,64,64,short,1770352301000,2,2,35000,35.0,0.5833333333333334,0,133.0,0.9696969696969696,0.1097770154373928,0.4,0.5408118925100058,64,64,2,6,10,0.0,0.0,0.0,0.0,0.0,0.0,25.7,26.0,9.292,10.67,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
175,1770352267000,63,63,short,1770352301000,2,2,34000,34.0,0.5666666666666667,0,133.0,0.9692307692307692,0.1080617495711835,0.4,0.5401108325636628,63,63,2,6,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.152666666666669,10.25,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
176,1770352302000,66,66,short,1770352337000,2,2,35000,35.0,0.5833333333333334,0,133.0,0.9850746268656716,0.1132075471698113,0.8,0.6679921148972121,66,66,1,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.966666666666665,26.0,9.118333333333334,9.98,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
146,1770352303000,65,65,medium,1770352435000,2,2,132000,132.0,2.2,0,133.0,0.9701492537313432,0.111492281303602,0.8,0.6615073858836179,65,65,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.119166666666668,10.75,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
177,1770352338000,61,61,medium,1770352471000,2,2,133000,133.0,2.216666666666667,0,133.0,0.9682539682539684,0.104631217838765,0.5,0.5686909526532168,61,61,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,25.575,26.0,9.147416666666668,10.87,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
179,1770352436000,74,74,medium,1770352569000,2,2,133000,133.0,2.216666666666667,0,133.0,0.9736842105263158,0.1269296740994854,0.4,0.547552586440372,74,74,2,6,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.166,11.15,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
130,1770352472000,77,77,medium,1770352605000,2,2,133000,133.0,2.216666666666667,0,133.0,0.9746835443037974,0.1320754716981132,0.8,0.6694960592309529,77,77,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.391666666666666,26.0,9.242833333333332,11.07,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
153,1770352570000,81,81,short,1770352605000,2,2,35000,35.0,0.5833333333333334,0,133.0,0.9759036144578314,0.1389365351629502,0.7,0.6420424063320177,81,81,2,3,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.228666666666667,10.55,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
183,1770352606000,80,80,memheavy,1770352673000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.975609756097561,0.137221269296741,0.8,0.6714102832280466,80,80,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.283333333333335,26.0,9.177,11.17,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
184,1770352606000,80,80,memheavy,1770352673000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.975609756097561,0.137221269296741,0.8,0.6714102832280466,80,80,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.160833333333333,10.45,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
189,1770352674000,78,78,medium,1770352807000,2,2,133000,133.0,2.216666666666667,0,133.0,0.975,0.1337907375643224,0.8,0.6701372212692968,78,78,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.55,26.0,9.18575,11.17,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
190,1770352675000,78,78,medium,1770352807000,2,2,132000,132.0,2.2,0,133.0,0.975,0.1337907375643224,0.8,0.6701372212692968,78,78,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.286166666666666,11.24,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
124,1770352809000,83,83,long,1770353137000,2,2,328000,328.0,5.466666666666667,1,133.0,0.976470588235294,0.1423670668953688,0.7,0.6432983553627283,83,83,2,3,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.1711,11.15,1.0,1.0,15360.0,0.0,6.510416666666667e-05,2
160,1770352809000,83,83,long,1770353137000,2,2,328000,328.0,5.466666666666667,1,133.0,0.976470588235294,0.1423670668953688,0.7,0.6432983553627283,83,83,2,3,10,0.0,0.0,0.0,0.0,0.0,0.0,25.316666666666663,26.0,9.262866666666667,11.17,1.0,1.0,15360.0,0.0,6.510416666666667e-05,2
162,1770353138000,102,102,burst,1770353156000,2,2,18000,18.0,0.3,0,133.0,0.9807692307692308,0.1749571183533447,0.8,0.6847948278136957,102,102,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.145333333333332,10.54,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
143,1770353138000,102,102,long,1770353466000,2,2,328000,328.0,5.466666666666667,1,133.0,0.9807692307692308,0.1749571183533447,0.8,0.6847948278136957,102,102,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.33,26.0,9.155066666666666,11.17,1.0,1.0,15360.0,0.0,6.510416666666667e-05,2
163,1770353158000,98,98,burst,1770353176000,2,2,18000,18.0,0.3,0,133.0,0.98,0.1680960548885077,0.5,0.5924288164665523,98,98,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.179333333333334,10.55,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
167,1770353177000,97,97,burst,1770353195000,2,2,18000,18.0,0.3,0,133.0,0.9797979797979798,0.1663807890222984,0.5,0.5918334286258815,97,97,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.212,10.65,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
168,1770353197000,99,99,burst,1770353215000,2,2,18000,18.0,0.3,0,133.0,0.9801980198019802,0.1698113207547169,0.8,0.6830226041472072,99,99,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.292,10.85,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
201,1770353216000,93,93,burst,1770353234000,2,2,18000,18.0,0.3,0,133.0,0.9789473684210528,0.1595197255574614,0.3,0.5294348650356595,93,93,2,7,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.239333333333333,10.45,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
207,1770353236000,92,92,short,1770353270000,2,2,34000,34.0,0.5666666666666667,0,133.0,0.9787234042553192,0.1578044596912521,0.3,0.5288306996095034,92,92,2,7,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.153666666666668,10.35,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
208,1770353271000,111,111,medium,1770353404000,2,2,133000,133.0,2.216666666666667,0,133.0,0.9823008849557522,0.1903945111492281,0.8,0.6900387073270693,111,111,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,19.991666666666667,20.0,9.254083333333334,11.25,1.0,1.0,15360.0,0.0,6.510416666666667e-05,1
170,1770353405000,105,105,burst,1770353424000,2,2,19000,19.0,0.3166666666666666,0,133.0,0.9813084112149532,0.1801029159519725,0.3,0.5365542392715731,105,105,2,7,10,0.0,0.0,0.0,0.0,0.0,0.0,19.8,20.0,9.365333333333332,10.65,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
149,1770353425000,104,104,burst,1770353443000,2,2,18000,18.0,0.3,0,133.0,0.981132075471698,0.1783876500857633,0.3,0.5359691252144082,104,104,2,7,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.246666666666666,10.55,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
211,1770353445000,114,114,burst,1770353463000,2,2,18000,18.0,0.3,0,133.0,0.9827586206896552,0.1955403087478559,0.8,0.6917655409002188,114,114,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.312666666666669,11.04,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
212,1770353464000,113,113,burst,1770353482000,2,2,18000,18.0,0.3,0,133.0,0.982608695652174,0.1938250428816466,0.8,0.6911909911253635,113,113,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.185333333333334,10.35,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
213,1770353467000,112,112,burst,1770353486000,2,2,19000,19.0,0.3166666666666666,0,133.0,0.9824561403508772,0.1921097770154373,0.8,0.690615389244982,112,112,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.066666666666663,26.0,9.201333333333334,10.28,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
214,1770353484000,111,111,burst,1770353502000,2,2,18000,18.0,0.3,0,133.0,0.9823008849557522,0.1903945111492281,0.8,0.6900387073270693,111,111,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.311333333333334,11.15,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
215,1770353487000,110,110,burst,1770353505000,2,2,18000,18.0,0.3,0,133.0,0.9821428571428572,0.1886792452830188,0.8,0.6894609164420484,110,110,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.133333333333333,26.0,9.272666666666668,10.67,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
216,1770353503000,109,109,burst,1770353522000,2,2,19000,19.0,0.3166666666666666,0,133.0,0.981981981981982,0.1869639794168096,0.8,0.6888819866178357,109,109,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.207333333333334,10.45,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
217,1770353507000,108,108,burst,1770353525000,2,2,18000,18.0,0.3,0,133.0,0.9818181818181818,0.1852487135506003,0.8,0.6883018867924529,108,108,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.066666666666663,26.0,9.459333333333335,10.87,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
218,1770353523000,104,104,burst,1770353541000,2,2,18000,18.0,0.3,0,133.0,0.981132075471698,0.1783876500857633,0.5,0.5959691252144083,104,104,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.246,10.35,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
222,1770353526000,103,103,short,1770353561000,2,2,35000,35.0,0.5833333333333334,0,133.0,0.9809523809523808,0.176672384219554,0.5,0.5953826676468186,103,103,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,25.2,26.0,9.393,10.47,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
223,1770353542000,102,102,short,1770353577000,2,2,35000,35.0,0.5833333333333334,0,133.0,0.9807692307692308,0.1749571183533447,0.5,0.5947948278136957,102,102,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,19.866666666666667,20.0,9.315333333333331,10.95,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
224,1770353562000,104,104,short,1770353597000,2,2,35000,35.0,0.5833333333333334,0,133.0,0.981132075471698,0.1783876500857633,0.8,0.6859691252144082,104,104,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,25.466666666666665,26.0,9.448333333333332,10.97,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
225,1770353578000,103,103,short,1770353613000,2,2,35000,35.0,0.5833333333333334,0,133.0,0.9809523809523808,0.176672384219554,0.8,0.6853826676468187,103,103,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,19.766666666666666,20.0,9.265,10.94,1.0,1.0,15360.0,0.0,6.510416666666667e-05,0
135,1770353598000,97,97,memheavy,1770353665000,2,2,67000,67.0,1.1166666666666667,0,133.0,0.9797979797979798,0.1663807890222984,0.3,0.5318334286258815,97,97,2,7,10,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,26.0,9.341833333333334,10.97,1.0,1.0,15360.0,0.0,6.510416666666667e-05,4
150,1770353614000,96,96,burst,1770353632000,2,2,18000,18.0,0.3,0,133.0,0.979591836734694,0.1646655231560892,0.3,0.5312363916407044,96,96,2,7,10,0.0,0.0,0.0,0.0,0.0,0.0,19.733333333333334,20.0,9.159333333333333,10.35,1.0,1.0,15360.0,0.0,6.510416666666667e-05,3
